,App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
1991,5966680$VALID,HDR$VALID,11/23/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
1992,5959577$VALID,HDR$VALID,01/29/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
1993,5966272$VALID,HDR$VALID,11/09/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
1994,5958535$VALID,HDR$VALID,01/14/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
1995,5956517$VALID,HDR$VALID,12/11/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
1996,5964757$VALID,HDR$VALID,08/22/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
1997,5965393$VALID,HDR$VALID,10/06/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
1998,5954859$VALID,HDR$VALID,11/14/2019$VALID,Pending Fitness Interview$VALID,11/05/2020$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
1999,5965290$VALID,HDR$VALID,09/28/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2000,5958305$VALID,HDR$VALID,01/13/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2001,5966284$VALID,HDR$VALID,11/09/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2002,5962849$VALID,HDR$VALID,03/15/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2003,5958818$VALID,HDR$VALID,01/19/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2004,5964480$VALID,HDR$VALID,08/07/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2005,5964652$VALID,HDR$VALID,08/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2006,5961007$VALID,HDR$VALID,02/20/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2007,5964838$VALID,HDR$VALID,08/27/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2008,5966584$VALID,HDR$VALID,11/19/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2009,5957732$VALID,HDR$VALID,01/03/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2010,5966461$VALID,HDR$VALID,11/15/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2011,5965726$VALID,HDR$VALID,10/22/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2012,5961472$VALID,HDR$VALID,02/26/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2013,5965710$VALID,HDR$VALID,10/22/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2014,5963621$VALID,HDR$VALID,05/26/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2015,5964046$VALID,HDR$VALID,07/09/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2016,5965316$VALID,HDR$VALID,09/29/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2017,5966372$VALID,HDR$VALID,11/12/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2018,5962191$VALID,HDR$VALID,03/06/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2019,5965475$VALID,HDR$VALID,10/10/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2020,5966048$VALID,HDR$VALID,11/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2021,5963251$VALID,HDR$VALID,03/23/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2022,5957768$VALID,HDR$VALID,01/05/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2023,5964629$VALID,HDR$VALID,08/15/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2024,5962976$VALID,HDR$VALID,03/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2025,5964604$VALID,HDR$VALID,08/13/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2026,5959794$VALID,HDR$VALID,02/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2027,5966046$VALID,HDR$VALID,11/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2028,5956529$VALID,HDR$VALID,12/12/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Open items needed. Visit www.nyc.gov/tlcup for more information,11/27/2020 05:00:03 PM$VALID
2029,5958242$VALID,HDR$VALID,01/10/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2030,5964873$VALID,HDR$VALID,08/29/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2031,5966508$VALID,HDR$VALID,11/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2032,5966476$VALID,HDR$VALID,11/16/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2033,5963814$VALID,HDR$VALID,06/21/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2034,5957716$VALID,HDR$VALID,01/03/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2035,5966144$VALID,HDR$VALID,11/05/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2036,5966670$VALID,HDR$VALID,11/23/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2037,5965760$VALID,HDR$VALID,10/23/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2038,5964393$VALID,HDR$VALID,07/31/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2039,5963791$VALID,HDR$VALID,06/18/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2040,5963111$VALID,HDR$VALID,03/19/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2041,5965473$VALID,HDR$VALID,10/10/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2042,5962312$VALID,HDR$VALID,03/08/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2043,5963760$VALID,HDR$VALID,06/15/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2044,5963886$VALID,HDR$VALID,06/25/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2045,5957867$VALID,HDR$VALID,01/06/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2046,5964184$VALID,HDR$VALID,07/21/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2047,5957872$VALID,HDR$VALID,01/06/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2048,5961000$VALID,HDR$VALID,02/20/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2049,5961426$VALID,HDR$VALID,02/25/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2050,5961572$VALID,HDR$VALID,02/27/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2051,5959938$VALID,HDR$VALID,02/04/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2052,5965188$VALID,HDR$VALID,09/21/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,11/27/2020 05:00:03 PM$VALID
2053,5964369$VALID,HDR$VALID,07/30/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2054,5965599$VALID,HDR$VALID,10/19/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2055,5961918$VALID,HDR$VALID,03/03/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2056,5963997$VALID,HDR$VALID,07/06/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2057,5957629$VALID,HDR$VALID,01/03/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2058,5965327$VALID,HDR$VALID,09/30/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2059,5964686$VALID,HDR$VALID,08/19/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2060,5961819$VALID,HDR$VALID,03/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2061,5961345$VALID,HDR$VALID,02/24/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2062,5963781$VALID,HDR$VALID,06/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2063,5966078$VALID,HDR$VALID,11/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2064,5966673$VALID,HDR$VALID,11/23/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2065,5962765$VALID,HDR$VALID,03/13/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2066,5964311$VALID,HDR$VALID,07/28/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Open items needed. Visit www.nyc.gov/tlcup for more information,11/27/2020 05:00:03 PM$VALID
2067,5965907$VALID,HDR$VALID,10/28/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2068,5958739$VALID,HDR$VALID,01/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2069,5961728$VALID,HDR$VALID,03/01/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2070,5966456$VALID,HDR$VALID,11/14/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2071,5966487$VALID,HDR$VALID,11/16/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2072,5964473$VALID,HDR$VALID,08/07/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2073,5966517$VALID,HDR$VALID,11/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2074,5963490$VALID,HDR$VALID,05/01/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2075,5957309$VALID,HDR$VALID,12/26/2019$VALID,Under Review$INVALID(OOCCURRENCEERROR),Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2076,5960571$VALID,HDR$VALID,02/13/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2077,5966099$VALID,HDR$VALID,11/03/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2078,5961396$VALID,HDR$VALID,02/25/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2079,5963826$VALID,HDR$VALID,06/22/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2080,5964987$VALID,HDR$VALID,09/07/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2081,5921773$VALID,PDR$VALID,04/28/1997$VALID,Incomplete$VALID,Not Applicable$VALID,Not Applicable$VALID,Not Applicable$VALID,Not Applicable$VALID,Not Applicable$VALID,Not Applicable$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
2082,5963766$VALID,HDR$VALID,06/15/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2083,5964985$VALID,HDR$VALID,09/07/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
2084,5966465$VALID,HDR$VALID,11/15/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2085,5958657$VALID,HDR$VALID,01/16/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2086,5959380$VALID,HDR$VALID,01/27/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,11/27/2020 05:00:03 PM$VALID
2087,5963881$VALID,HDR$VALID,06/24/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
2088,5959416$VALID,HDR$VALID,01/28/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
